Player,Pos.,Team,Total Value,Avg/Year,"Total 
Guaranteed","Avg. 
Guarantee/Year",% Guaranteed
Mike Davis,RB,Panthers,"$6,000,000","$3,000,000","$3,000,000","$1,500,000",50.0%
Adrian Phillips,S,Patriots,"$6,000,000","$3,000,000","$3,000,000","$1,500,000",50.0%
Britton Colquitt,P,Vikings,"$9,000,000","$3,000,000","$3,200,000","$1,066,667",35.6%
C.J. Ham,FB,Vikings,"$12,000,000","$3,000,000","$3,900,000","$975,000",32.5%
Lee Smith,TE,Bills,"$9,000,000","$3,000,000","$4,900,000","$4,900,000",54.4%
Josh Jacobs,RB,Raiders,"$11,933,398","$2,983,350","$11,933,398","$2,983,350",100.0%
Leighton Vander Esch,LB,Cowboys,"$11,847,784","$2,961,946","$11,847,784","$2,961,946",100.0%
Alex Okafor,EDGE,Chiefs,"$2,960,000","$2,960,000","$2,000,000","$2,000,000",67.6%
K'Waun Williams,CB,49ers,"$8,850,000","$2,950,000","$3,615,000","$1,205,000",40.8%
Josh Hill,TE,Saints,"$8,850,000","$2,950,000","$4,100,000","$1,366,667",46.3%
Marquise Brown,WR,Ravens,"$11,787,340","$2,946,835","$11,589,976","$2,897,494",98.3%
Frank Ragnow,C,Lions,"$11,780,138","$2,945,035","$11,780,138","$2,945,035",100.0%
Billy Price,C,Bengals,"$11,712,492","$2,928,123","$11,712,492","$2,928,123",100.0%
Damien Wilson,LB,Chiefs,"$5,835,000","$2,917,500","$2,555,000","$1,277,500",43.8%
Montez Sweat,EDGE,Washington,"$11,641,260","$2,910,315","$11,058,816","$2,764,704",95.0%
Raheem Mostert,RB,49ers,"$8,700,000","$2,900,000","$2,400,000","$800,000",27.6%
Rigoberto Sanchez,P,Colts,"$11,600,000","$2,900,000","$5,000,000","$1,250,000",43.1%
Jonathan Allen,IDL,Washington,"$11,596,600","$2,899,150","$11,596,600","$2,899,150",100.0%
Rashaan Evans,LB,Titans,"$11,577,192","$2,894,298","$11,577,192","$2,894,298",100.0%
Isaiah Wilson,RT,Titans,"$11,568,384","$2,892,096","$11,160,876","$2,790,219",96.5%
Tyson Alualu,IDL,Steelers,"$5,750,000","$2,875,000","$1,750,000","$875,000",30.4%
Adrian Clayborn,EDGE,Browns,"$5,750,000","$2,875,000","$2,750,000","$1,375,000",47.8%
Mike Purcell,DE,Broncos,"$11,500,000","$2,875,000","$4,009,000","$1,336,333",34.9%
Johnathan Abram,S,Raiders,"$11,495,194","$2,873,799","$10,747,667","$2,686,917",93.5%
Virgil Green,TE,Chargers,"$8,600,000","$2,866,667","$5,900,000","$1,966,667",68.6%
Isaiah Wynn,LT,Patriots,"$11,441,910","$2,860,478","$11,339,897","$2,834,974",99.1%
Jerry Tillery,DT,Chargers,"$11,422,158","$2,855,540","$10,498,503","$2,624,626",91.9%
Nick Vannett,TE,Broncos,"$5,700,000","$2,850,000","$2,500,000","$1,250,000",43.9%
Clayton Fejedelem,S,Dolphins,"$8,550,000","$2,850,000","$3,000,000","$1,000,000",35.1%
Adoree' Jackson,CB,Titans,"$11,283,012","$2,820,753","$11,283,012","$2,820,753",100.0%
Noah Igbinoghene,CB,Dolphins,"$11,254,202","$2,813,551","$10,718,036","$2,679,509",95.2%
David Mayo,LB,Giants,"$8,400,000","$2,800,000","$3,500,000","$1,166,667",41.7%
D.J. Moore,WR,Panthers,"$11,171,314","$2,792,829","$10,870,809","$2,717,702",97.3%
O.J. Howard,TE,Buccaneers,"$11,094,856","$2,773,714","$11,094,856","$2,773,714",100.0%
Hayden Hurst,TE,Falcons,"$11,036,032","$2,759,008","$10,400,860","$2,600,215",94.2%
Garett Bolles,LT,Broncos,"$11,032,134","$2,758,034","$11,032,134","$2,758,034",100.0%
Carlos Hyde,RB,Seahawks,"$2,750,000","$2,750,000",$0,$0,0.0%
Stephen Gostkowski,K,Titans,"$2,750,000","$2,750,000","$500,000","$500,000",18.2%
Steve McLendon,DT,Buccaneers,"$2,750,000","$2,750,000","$900,000","$900,000",32.7%
Bryan Anger,P,Texans,"$8,250,000","$2,750,000","$1,250,000","$416,667",15.2%
Justin Murray,RT,Cardinals,"$5,500,000","$2,750,000","$1,750,000","$875,000",31.8%
Matt Slater,WR,Patriots,"$5,500,000","$2,750,000","$2,375,000","$1,187,500",43.2%
L.J. Fort,LB,Ravens,"$5,500,000","$2,750,000","$3,250,000","$1,625,000",59.1%
Bradley Pinion,P,Buccaneers,"$11,000,000","$2,750,000","$3,600,000","$900,000",32.7%
Jeff Gladney,CB,Vikings,"$10,991,028","$2,747,757","$10,358,395","$2,589,599",94.2%
Jarrad Davis,LB,Lions,"$10,969,420","$2,742,355","$10,969,420","$2,742,355",100.0%
Calvin Ridley,WR,Falcons,"$10,900,732","$2,725,183","$9,907,077","$2,476,769",90.9%
Charles Harris,EDGE,Falcons,"$10,843,976","$2,710,994","$10,552,417","$2,638,104",97.3%
L.J. Collier,EDGE,Seahawks,"$10,836,078","$2,709,020","$9,849,755","$2,462,439",90.9%
Clyde Edwards-Helaire,RB,Chiefs,"$10,821,576","$2,705,394","$9,955,850","$2,488,963",92.0%
Rashaad Penny,RB,Seahawks,"$10,765,436","$2,691,359","$9,397,422","$2,349,356",87.3%
Keanu Neal,S,Falcons,"$10,737,646","$2,684,412","$10,737,646","$2,684,412",100.0%
Evan Engram,TE,Giants,"$10,718,546","$2,679,637","$10,341,925","$2,585,481",96.5%
Terrell Edmunds,S,Steelers,"$10,697,790","$2,674,448","$9,515,001","$2,378,750",88.9%
Kevin Huber,P,Bengals,"$7,950,000","$2,650,000","$1,550,000","$516,667",19.5%
Troy Hill,CB,Rams,"$5,250,525","$2,625,263","$2,025,525","$1,012,763",38.6%
Gareon Conley,CB,Texans,"$10,467,662","$2,616,916","$9,924,129","$2,481,032",94.8%
Jabrill Peppers,S,Giants,"$10,342,236","$2,585,559","$9,484,330","$2,371,083",91.7%
Kaleb McGary,RT,Falcons,"$10,265,742","$2,566,436","$9,195,437","$2,298,859",89.6%
Takkarist McKinley,EDGE,Falcons,"$10,216,792","$2,554,198","$9,013,592","$2,253,398",88.2%
Damien Williams,RB,Chiefs,"$5,100,000","$2,550,000","$1,600,000","$800,000",31.4%
Will Fuller,WR,Texans,"$10,164,312","$2,541,078","$9,859,270","$2,464,818",97.0%
Taven Bryan,IDL,Jaguars,"$10,154,954","$2,538,739","$8,995,072","$2,248,768",88.6%
Dustin Hopkins,K,Washington,"$7,575,000","$2,525,000","$1,201,072","$400,357",15.9%
N'Keal Harry,WR,Patriots,"$10,098,348","$2,524,587","$8,900,237","$2,225,059",88.1%
Karl Joseph,S,Browns,"$2,500,000","$2,500,000","$500,000","$500,000",20.0%
Mike Iupati,LG,Seahawks,"$2,500,000","$2,500,000","$1,000,000","$1,000,000",40.0%
Mark Barron,LB,Broncos,"$2,500,000","$2,500,000","$1,000,000","$1,000,000",40.0%
Devin Funchess,WR,Packers,"$2,500,000","$2,500,000","$1,000,000","$1,000,000",40.0%
Al Woods,IDL,Jaguars,"$2,500,000","$2,500,000","$1,000,000","$1,000,000",40.0%
Erik Harris,S,Raiders,"$5,000,000","$2,500,000","$1,075,000","$537,500",21.5%
Tahir Whitehead,LB,Panthers,"$2,500,000","$2,500,000","$1,450,000","$1,450,000",58.0%
Jon Bostic,LB,Washington,"$5,000,000","$2,500,000","$1,750,000","$875,000",35.0%
Cameron Erving,LG,Cowboys,"$2,500,000","$2,500,000","$2,000,000","$2,000,000",80.0%
Greg Zuerlein,K,Cowboys,"$7,500,000","$2,500,000","$2,250,000","$750,000",30.0%
MyCole Pruitt,TE,Titans,"$2,500,000","$2,500,000","$2,350,000","$2,350,000",94.0%
Jeff Driskel,QB,Broncos,"$5,000,000","$2,500,000","$2,500,000","$1,250,000",50.0%
Mike Hughes,CB,Vikings,"$9,867,484","$2,466,871","$8,689,994","$2,172,499",88.1%
Joe Looney,C,Cowboys,"$2,437,500","$2,437,500","$1,000,000","$1,000,000",41.0%
William Jackson III,CB,Bengals,"$9,705,642","$2,426,411","$8,712,145","$2,178,036",89.8%
Jarrod Wilson,S,Jaguars,"$7,250,000","$2,416,667","$1,450,000","$483,333",20.0%
Sony Michel,RB,Patriots,"$9,626,694","$2,406,674","$8,389,710","$2,097,428",87.2%
B.J. Goodson,LB,Browns,"$2,400,000","$2,400,000","$2,250,000","$2,250,000",93.8%
Nick Vigil,LB,Chargers,"$2,400,000","$2,400,000","$2,400,000","$2,400,000",100.0%
David Njoku,TE,Browns,"$9,525,345","$2,381,336","$8,191,434","$2,047,859",86.0%
Lamar Jackson,QB,Ravens,"$9,471,652","$2,367,913","$8,055,062","$2,013,766",85.0%
Patrick Robinson,CB,Saints,"$4,700,000","$2,350,000",$0,$0,0.0%
Sam Martin,P,Broncos,"$7,050,000","$2,350,000","$2,000,000","$666,667",28.4%
Maxx Williams,TE,Cardinals,"$7,000,000","$2,333,333","$750,000","$375,000",10.7%
T.J. Watt,EDGE,Steelers,"$9,258,810","$2,314,703","$7,933,745","$1,983,436",85.7%
Cedric Ogbuehi,RT,Seahawks,"$2,300,000","$2,300,000","$500,000","$500,000",21.7%
Marcedes Lewis,TE,Packers,"$2,300,000","$2,300,000","$1,050,000","$1,050,000",45.7%
Denzelle Good,LG,Raiders,"$2,300,000","$2,300,000","$1,400,000","$1,400,000",60.9%
Joe Haeg,RG,Buccaneers,"$2,300,000","$2,300,000","$1,500,000","$1,500,000",65.2%
Chris Conley,WR,Jaguars,"$4,595,000","$2,297,500","$1,000,000","$500,000",21.8%
Ronald Blair,EDGE,49ers,"$2,297,500","$2,297,500","$2,297,500","$2,297,500",100.0%
Demarcus Robinson,WR,Chiefs,"$2,297,500","$2,297,500","$2,297,500","$2,297,500",100.0%
Austin Reiter,C,Chiefs,"$4,550,000","$2,275,000","$1,000,000","$500,000",22.0%
Reuben Foster,LB,Washington,"$9,035,568","$2,258,892","$7,677,444","$1,919,361",85.0%
Daryl Williams,RT,Bills,"$2,250,000","$2,250,000","$250,000","$250,000",11.1%
Kendall Lamm,LT,Browns,"$4,500,000","$2,250,000","$600,000","$300,000",13.3%
Graham Gano,K,Giants,"$2,250,000","$2,250,000","$1,000,000","$1,000,000",44.4%
Kamalei Correa,EDGE,Jaguars,"$2,250,000","$2,250,000","$1,250,000","$1,250,000",55.6%
Joe Dahl,LG,Lions,"$4,500,000","$2,250,000","$1,470,000","$735,000",32.7%
Colt McCoy,QB,Giants,"$2,250,000","$2,250,000","$1,700,000","$1,700,000",75.6%
Andrew Sendejo,S,Browns,"$2,250,000","$2,250,000","$2,000,000","$2,000,000",88.9%
Ryan Ramczyk,RT,Saints,"$8,891,810","$2,222,953","$7,432,291","$1,858,073",83.6%
Chris Jones,P,Cowboys,"$8,700,000","$2,175,000","$2,500,000","$625,000",28.7%
Tee Higgins,WR,Bengals,"$8,686,788","$2,171,697","$6,752,255","$1,688,064",77.7%
Michael Pittman,WR,Colts,"$8,612,842","$2,153,211","$6,625,377","$1,656,344",76.9%
Tyler Larsen,C,Panthers,"$4,300,000","$2,150,000","$1,400,000","$700,000",32.6%
D'Andre Swift,RB,Lions,"$8,538,918","$2,134,730","$6,306,374","$1,576,594",73.9%
Vince Biegel,LB,Dolphins,"$2,133,000","$2,133,000",$0,$0,0.0%
Matt Skura,C,Ravens,"$2,133,000","$2,133,000",$0,$0,0.0%
Matt Haack,P,Dolphins,"$2,133,000","$2,133,000",$0,$0,0.0%
Josh Tupou,IDL,Bengals,"$2,133,000","$2,133,000",$0,$0,0.0%
Jermaine Eluemunor,LG,Patriots,"$2,133,000","$2,133,000",$0,$0,0.0%
Dylan Cole,LB,Texans,"$2,133,000","$2,133,000",$0,$0,0.0%
David Sharpe,RT,Washington,"$2,133,000","$2,133,000",$0,$0,0.0%
Cethan Carter,TE,Bengals,"$2,133,000","$2,133,000",$0,$0,0.0%
Brian Hill,RB,Falcons,"$2,133,000","$2,133,000",$0,$0,0.0%
Brandon Wilson,S,Bengals,"$2,133,000","$2,133,000",$0,$0,0.0%
Randy Bullock,K,Bengals,"$4,205,000","$2,102,500","$750,000","$375,000",17.8%
Xavier McKinney,S,Giants,"$8,391,046","$2,097,762","$5,789,507","$1,447,377",69.0%
Kyle Dugger,S,Patriots,"$8,331,902","$2,082,976","$5,560,149","$1,390,037",66.7%
John Simon,EDGE,Patriots,"$4,150,000","$2,075,000","$1,650,000","$825,000",39.8%
Spencer Pulley,C,Giants,"$2,050,000","$2,050,000","$1,625,000","$1,625,000",79.3%
Craig Robertson,LB,Saints,"$4,100,000","$2,050,000","$2,300,000","$1,150,000",56.1%
Yetur Gross-Matos,EDGE,Panthers,"$8,198,828","$2,049,707","$5,215,458","$1,303,865",63.6%
Alex Erickson,WR,Bengals,"$4,050,000","$2,025,000","$500,000","$250,000",12.3%
Robert Hunt,RT,Dolphins,"$8,065,742","$2,016,436","$5,012,617","$1,253,154",62.1%
P.J. Williams,CB,Saints,"$2,007,500","$2,007,500","$2,007,500","$2,007,500",100.0%
Leonard Fournette,RB,Buccaneers,"$2,000,000","$2,000,000",$0,$0,0.0%
Aldon Smith,EDGE,Cowboys,"$2,000,000","$2,000,000",$0,$0,0.0%
Jayron Kearse,S,Lions,"$2,000,000","$2,000,000","$500,000","$500,000",25.0%
Rex Burkhead,RB,Patriots,"$2,000,000","$2,000,000","$550,000","$550,000",27.5%
Matt Barkley,QB,Bills,"$4,000,000","$2,000,000","$600,000","$300,000",15.0%
Neville Hewitt,LB,Jets,"$2,000,000","$2,000,000","$1,000,000","$1,000,000",50.0%
Elandon Roberts,LB,Dolphins,"$2,000,000","$2,000,000","$1,000,000","$1,000,000",50.0%
Darryl Roberts,CB,Lions,"$2,000,000","$2,000,000","$1,000,000","$1,000,000",50.0%
Cody Core,WR,Giants,"$4,000,000","$2,000,000","$1,000,000","$500,000",25.0%
Andy Lee,P,Cardinals,"$4,000,000","$2,000,000","$1,000,000","$500,000",25.0%
Miles Killebrew,S,Lions,"$2,000,000","$2,000,000","$1,137,500","$1,137,500",56.9%
Ben Garland,C,49ers,"$2,000,000","$2,000,000","$1,137,500","$1,137,500",56.9%
Deshazor Everett,S,Washington,"$6,000,000","$2,000,000","$1,750,000","$583,333",29.2%
Patrick Onwuasor,LB,Jets,"$2,000,000","$2,000,000","$2,000,000","$2,000,000",100.0%
Nate Ebner,S,Giants,"$2,000,000","$2,000,000","$2,000,000","$2,000,000",100.0%
Robert Griffin III,QB,Ravens,"$4,000,000","$2,000,000","$2,000,000","$1,000,000",50.0%
Byron Murphy,CB,Cardinals,"$7,989,498","$1,997,375","$6,133,278","$1,533,320",76.8%
Ross Blacklock,DT,Texans,"$7,947,452","$1,986,863","$4,921,212","$1,230,303",61.9%
Michael Palardy,P,Panthers,"$3,960,000","$1,980,000",$0,$0,0.0%
Rock Ya-Sin,CB,Colts,"$7,916,454","$1,979,114","$6,008,310","$1,502,078",75.9%
Jawaan Taylor,RT,Jaguars,"$7,843,422","$1,960,856","$5,722,577","$1,430,644",73.0%
Jonathan Taylor,RB,Colts,"$7,829,154","$1,957,289","$4,829,799","$1,207,450",61.7%
Deebo Samuel,WR,49ers,"$7,697,356","$1,924,339","$5,226,791","$1,306,698",67.9%
Laviska Shenault,WR,Jaguars,"$7,696,066","$1,924,017","$4,726,961","$1,181,740",61.4%
Greg Little,LT,Panthers,"$7,638,924","$1,909,731","$5,012,804","$1,253,201",65.6%
Cornelius Lucas,LT,Washington,"$3,800,000","$1,900,000","$1,000,000","$500,000",26.3%
Andy Janovich,FB,Browns,"$5,700,000","$1,900,000","$2,500,000","$833,333",43.9%
Cole Kmet,TE,Bears,"$7,577,786","$1,894,447","$4,635,561","$1,158,890",61.2%
Nevin Lawson,CB,Raiders,"$1,893,750","$1,893,750","$950,000","$950,000",50.2%
Matt Schaub,QB,Falcons,"$3,780,000","$1,890,000","$750,000","$375,000",19.8%
Austin Corbett,RG,Rams,"$7,518,394","$1,879,599","$5,678,642","$1,419,661",75.5%
Cody Ford,RG,Bills,"$7,507,470","$1,876,868","$4,811,225","$1,202,806",64.1%
Senio Kelemete,RG,Texans,"$3,750,000","$1,875,000","$500,000","$250,000",13.3%
Grant Delpit,S,Browns,"$7,465,062","$1,866,266","$4,548,457","$1,137,114",60.9%
Will Hernandez,LG,Giants,"$7,450,740","$1,862,685","$5,568,294","$1,392,074",74.7%
Derek Carrier,TE,Raiders,"$5,550,000","$1,850,000","$1,900,000","$633,333",34.2%
Brandon Bolden,RB,Patriots,"$3,700,000","$1,850,000","$2,000,000","$1,000,000",54.1%
Nick Chubb,RB,Browns,"$7,383,094","$1,845,774","$5,297,114","$1,324,279",71.7%
Sean Murphy-Bunting,CB,Buccaneers,"$7,375,998","$1,844,000","$4,709,633","$1,177,408",63.9%
Antoine Winfield,S,Buccaneers,"$7,307,182","$1,826,796","$4,426,457","$1,106,614",60.6%
Trayvon Mullen,CB,Raiders,"$7,259,146","$1,814,787","$4,619,341","$1,154,835",63.6%
Anthony Levine,S,Ravens,"$1,812,500","$1,812,500","$350,000","$350,000",19.3%
Darius Leonard,LB,Colts,"$7,247,808","$1,811,952","$4,828,495","$1,207,124",66.6%
Jamize Olawale,FB,Cowboys,"$5,400,000","$1,800,000","$2,800,000","$933,333",51.9%
Braden Smith,RT,Colts,"$7,193,688","$1,798,422","$4,598,758","$1,149,690",63.9%
Dalton Risner,LG,Broncos,"$7,142,282","$1,785,571","$4,529,037","$1,132,259",63.4%
K.J. Hamler,WR,Broncos,"$7,137,134","$1,784,284","$4,295,059","$1,073,765",60.2%
Kevin King,CB,Packers,"$7,080,850","$1,770,213","$5,276,565","$1,319,141",74.5%
Ronald Jones II,RB,Buccaneers,"$7,071,926","$1,767,982","$3,223,220","$805,805",45.6%
Cam Robinson,LT,Jaguars,"$7,018,128","$1,754,532","$5,173,098","$1,293,275",73.7%
Drew Lock,QB,Broncos,"$7,010,820","$1,752,705","$4,427,450","$1,106,863",63.2%
Zach Banner,RT,Steelers,"$1,750,000","$1,750,000",$0,$0,0.0%
Roderick Johnson,LT,Texans,"$1,750,000","$1,750,000","$375,000","$375,000",21.4%
Damion Square,DT,Chargers,"$1,750,000","$1,750,000","$400,000","$400,000",22.9%
Cam Newton,QB,Patriots,"$1,750,000","$1,750,000","$550,000","$550,000",31.4%
Rashaan Melvin,CB,Jaguars,"$1,750,000","$1,750,000","$625,000","$625,000",35.7%
Taiwan Jones,RB,Bills,"$1,750,000","$1,750,000","$700,000","$700,000",40.0%
Brandon King,LB,Patriots,"$3,500,000","$1,750,000","$800,000","$400,000",22.9%
Sheldon Day,IDL,Colts,"$1,750,000","$1,750,000","$1,000,000","$1,000,000",57.1%
Ryan Smith,CB,Buccaneers,"$1,750,000","$1,750,000","$1,000,000","$1,000,000",57.1%
Pat O'Donnell,P,Bears,"$3,500,000","$1,750,000","$1,750,000","$875,000",50.0%
James Daniels,LG,Bears,"$6,950,156","$1,737,539","$3,930,576","$982,644",56.6%
Marlon Davidson,DT,Falcons,"$6,912,374","$1,728,094","$4,121,379","$1,030,345",59.6%
Jahlani Tavai,LB,Lions,"$6,893,968","$1,723,492","$4,337,158","$1,084,290",62.9%
Courtland Sutton,WR,Broncos,"$6,841,930","$1,710,483","$4,326,945","$1,081,736",63.2%
LeShaun Sims,CB,Bengals,"$1,700,000","$1,700,000","$250,000","$250,000",14.7%
Blake Bell,TE,Cowboys,"$1,700,000","$1,700,000","$450,000","$450,000",26.5%
Nate Sudfeld,QB,Eagles,"$1,700,000","$1,700,000","$1,610,000","$1,610,000",94.7%
Elgton Jenkins,LG,Packers,"$6,782,618","$1,695,655","$4,251,113","$1,062,778",62.7%
Zay Jones,WR,Raiders,"$6,779,798","$1,694,950","$4,308,933","$1,077,233",63.6%
Darrell Taylor,EDGE,Seahawks,"$6,764,512","$1,691,128","$4,007,122","$1,001,781",59.2%
Harold Landry,EDGE,Titans,"$6,733,690","$1,683,423","$4,243,305","$1,060,826",63.0%
Chris Moore,WR,Ravens,"$1,672,500","$1,672,500","$275,000","$275,000",16.4%
